n,u_n,v_n,w_n,abs_s_n,is_prime
1131,3,4.71238898038469e-9,0,3,0
1132,2.9999999999999996,3.005456971934235e-8,0,2.9999999999999996,0
1133,2,1.1938052083641215e-8,0,2,0
1134,6,2.1991148575128553e-9,0,6,0
1135,1.9999999999999996,2.4294983187761064e-8,0,1.9999999999999996,0
1136,5,8.272860654453122e-9,0,5,0
1137,1.9999999999999991,4.000294645571002e-8,0,1.9999999999999996,0
1138,1.9999999999999982,5.97949801733257e-8,0,1.9999999999999991,0
1139,2,8.796459430051421e-9,0,2,0
1140,5,3.246312408709453e-9,0,5,0
1141,2,1.7802358370342162e-8,0,2,0
1142,1.9999999999999982,6.000441968356501e-8,0,1.9999999999999991,0
1143,3,1.392772743091475e-8,0,3,0
1144,5,3.1415926535897936e-9,0,5,0
1145,1.9999999999999996,2.4504422698000383e-8,0,1.9999999999999996,0
1146,3,2.0525072003453314e-8,0,3,0
1147,2,7.120943348136864e-9,0,2,0
1148,4,5.445427266222309e-9,0,4,0
1149,1.9999999999999991,4.042182547618866e-8,0,1.9999999999999996,0
1150,4,3.6651914291880922e-9,0,4,0
1151,0.9999999999999928,1.205324381427281e-7,0,0.9999999999999999,1
1152,9,2.094395102393196e-9,0,9,0
1153,0.9999999999999927,1.2074187765296742e-7,0,1,1
1154,1.9999999999999982,6.063273821428298e-8,0,1.9999999999999991,0
1155,4,2.7227136331111543e-9,0,4,0
1156,4,3.979350694547071e-9,0,4,0
1157,2,1.0681415022205298e-8,0,2,0
1158,3,2.0734511513692633e-8,0,3,0
1159,2,8.377580409572782e-9,0,2,0
1160,5,4.188790204786391e-9,0,5,0
1161,4,5.445427266222309e-9,0,4,0
1162,3,9.6342174710087e-9,0,3,0
1163,0.9999999999999926,1.2178907520416402e-7,0,0.9999999999999999,1
1164,4,1.0890854532444617e-8,0,4,0
1165,1.9999999999999996,2.4923301718479022e-8,0,1.9999999999999996,0
1166,3,6.911503837897546e-9,0,3,0
1167,1.9999999999999991,4.1050144006906614e-8,0,1.9999999999999996,0
1168,5,8.482300164692442e-9,0,5,0
1169,2,1.82212373908208e-8,0,2,0
1170,5,2.7227136331111543e-9,0,5,0
1171,0.9999999999999925,1.2262683324512128e-7,0,1,1
1172,2.9999999999999996,3.1101767270538946e-8,0,2.9999999999999996,0
1173,3,4.50294947014537e-9,0,3,0
1174,1.9999999999999982,6.167993576547957e-8,0,1.9999999999999991,0
1175,3,5.969026041820608e-9,0,3,0
1176,6,2.4085543677521745e-9,0,6,0
1177,2,1.2356931104119853e-8,0,2,0
1178,3,5.445427266222309e-9,0,3,0
1179,3,1.434660645139339e-8,0,3,0
1180,4,7.120943348136864e-9,0,4,0
1181,0.9999999999999923,1.2367403079631788e-7,0,0.9999999999999999,1
1182,3,2.1153390534171272e-8,0,3,0
1183,3,3.4557519189487726e-9,0,3,0
1184,6,4.92182849062401e-9,0,6,0
1185,3,9.1106186954104e-9,0,3,0
1186,1.9999999999999982,6.230825429619753e-8,0,1.9999999999999991,0
1187,0.9999999999999922,1.2430234932703584e-7,0,1,1
1188,6,2.5132741228718347e-9,0,6,0
1189,2,7.330382858376184e-9,0,2,0
1190,4,3.246312408709453e-9,0,4,0
1191,1.9999999999999991,4.188790204786389e-8,0,1.9999999999999996,0
1192,4,1.6231562043547266e-8,0,4,0
1193,0.9999999999999922,1.249306678577538e-7,0,1,1
1194,3,2.1362830044410592e-8,0,3,0
1195,1.9999999999999996,2.555162024919698e-8,0,1.9999999999999996,0
1196,4,4.188790204786391e-9,0,4,0
1197,4,3.351032163829113e-9,0,4,0
1198,1.999999999999998,6.293657282691549e-8,0,1.999999999999999,0
1199,2,1.2566370614359173e-8,0,2,0
1200,7,2.1991148575128553e-9,0,7,0
1201,0.9999999999999921,1.2576842589871103e-7,0,0.9999999999999999,1
1202,1.999999999999998,6.314601233715481e-8,0,1.999999999999999,0
1203,1.9999999999999991,4.230678106834253e-8,0,1.9999999999999996,0
1204,4,5.654866776461628e-9,0,4,0
1205,1.9999999999999996,2.57610597594363e-8,0,1.9999999999999996,0
1206,4,7.853981633974483e-9,0,4,0
1207,2,9.21533845053006e-9,0,2,0
1208,4,1.6441001553786586e-8,0,4,0
1209,3,4.92182849062401e-9,0,3,0
1210,4,3.0368728984701334e-9,0,4,0
1211,2,1.8849555921538757e-8,0,2,0
1212,4,1.1309733552923257e-8,0,4,0
1213,0.9999999999999919,1.2702506296014697e-7,0,0.9999999999999999,1
1214,1.999999999999998,6.377433086787277e-8,0,1.999999999999999,0
1215,6,2.0943951023931954e-9,0,6,0
1216,7,3.246312408709453e-9,0,7,0
1217,0.9999999999999919,1.274439419806256e-7,0,0.9999999999999999,1
1218,4,4.293509959906051e-9,0,4,0
1219,2,7.958701389094143e-9,0,2,0
1220,4,7.330382858376184e-9,0,4,0
1221,3,5.340707511102649e-9,0,3,0
1222,3,6.492624817418907e-9,0,3,0
1223,0.9999999999999918,1.2807226051134357e-7,0,1,1
1224,6,3.0368728984701338e-9,0,6,0
1225,4,2.5132741228718343e-9,0,4,0
1226,1.9999999999999978,6.440264939859072e-8,0,1.9999999999999987,0
1227,1.9999999999999991,4.314453910929981e-8,0,1.9999999999999996,0
1228,2.9999999999999996,3.256784384221418e-8,0,2.9999999999999996,0
1229,0.9999999999999917,1.2870057904206153e-7,0,0.9999999999999999,1
1230,4,5.340707511102649e-9,0,4,0
1231,0.9999999999999917,1.2891001855230084e-7,0,0.9999999999999999,1
1232,6,2.7227136331111543e-9,0,6,0
1233,3,1.497492498211135e-8,0,3,0
1234,1.9999999999999978,6.482152841906937e-8,0,1.9999999999999987,0
1235,3,3.8746309394274115e-9,0,3,0
1236,4,1.1519173063162576e-8,0,4,0
1237,0.9999999999999916,1.2953833708301877e-7,0,1,1
1238,1.9999999999999978,6.503096792930868e-8,0,1.9999999999999987,0
1239,3,7.225663103256524e-9,0,3,0
1240,5,4.3982297150257105e-9,0,5,0
1241,2,9.42477796076938e-9,0,2,0
1242,5,3.5604716740684324e-9,0,5,0
1243,2,1.2985249634837812e-8,0,2,0
1244,2.9999999999999996,3.298672286269282e-8,0,2.9999999999999996,0
1245,3,9.52949771588904e-9,0,3,0
1246,3,1.0262536001726658e-8,0,3,0
1247,2,7.539822368615503e-9,0,2,0
1248,7,2.7227136331111543e-9,0,7,0
1249,0.9999999999999915,1.3079497414445468e-7,0,0.9999999999999999,1
1250,5,2.303834612632515e-9,0,5,0
1251,3,1.5184364492350668e-8,0,3,0
1252,2.9999999999999996,3.319616237293214e-8,0,2.9999999999999996,0
1253,1.9999999999999998,1.9477874452256715e-8,0,1.9999999999999998,0
1254,4,3.665191429188092e-9,0,4,0
1255,1.9999999999999996,2.68082573106329e-8,0,1.9999999999999996,0
1256,4,1.7069320084504545e-8,0,4,0
1257,1.9999999999999991,4.419173666049641e-8,0,1.9999999999999996,0
1258,3,5.864306286700947e-9,0,3,0
1259,0.9999999999999913,1.3184217169565128e-7,0,1,1
1260,6,2.303834612632515e-9,0,6,0
1261,2,1.1519173063162576e-8,0,2,0
1262,1.9999999999999978,6.628760499074459e-8,0,1.9999999999999987,0
1263,1.9999999999999991,4.440117617073573e-8,0,1.9999999999999996,0
1264,5,9.1106186954104e-9,0,5,0
1265,3,4.084070449666731e-9,0,3,0
1266,3,2.2619467105846507e-8,0,3,0
1267,1.9999999999999998,1.9687313962496035e-8,0,1.9999999999999998,0
1268,2.9999999999999996,3.361504139341078e-8,0,2.9999999999999996,0
1269,4,5.864306286700948e-9,0,4,0
1270,3,1.403244718603441e-8,0,3,0
1271,2,7.539822368615503e-9,0,2,0
1272,5,6.492624817418907e-9,0,5,0
1273,2,9.00589894029074e-9,0,2,0
1274,4,3.0368728984701334e-9,0,4,0
1275,4,3.1415926535897936e-9,0,4,0
1276,4,4.60766922526503e-9,0,4,0
1277,0.999999999999991,1.3372712728780515e-7,0,0.9999999999999999,1
1278,4,8.272860654453122e-9,0,4,0
1279,0.999999999999991,1.3393656679804446e-7,0,0.9999999999999999,1
1280,9,2.1991148575128553e-9,0,9,0
1281,3,7.4351026134958435e-9,0,3,0
1282,1.9999999999999978,6.733480254194118e-8,0,1.9999999999999987,0
1283,0.999999999999991,1.343554458185231e-7,0,0.9999999999999999,1
1284,4,1.1938052083641214e-8,0,4,0
1285,1.9999999999999996,2.7436575841350855e-8,0,1.9999999999999996,0
1286,1.9999999999999978,6.75442420521805e-8,0,1.9999999999999987,0
1287,4,3.1415926535897936e-9,0,4,0
1288,5,3.769911184307752e-9,0,5,0
1289,0.9999999999999909,1.3498376434924106e-7,0,1,1
1290,4,5.5501470213419685e-9,0,4,0
1291,0.9999999999999909,1.3519320385948034e-7,0,1,1
1292,4,4.188790204786391e-9,0,4,0
1293,1.9999999999999991,4.544837372193233e-8,0,1.9999999999999996,0
1294,1.9999999999999978,6.796312107265915e-8,0,1.9999999999999987,0
1295,3,5.131268000863329e-9,0,3,0
1296,8,2.094395102393196e-9,0,8,0
1297,0.9999999999999908,1.358215223901983e-7,0,0.9999999999999999,1
1298,3,7.539822368615503e-9,0,3,0
1299,1.9999999999999991,4.5657813232171646e-8,0,1.9999999999999996,0
1300,5,2.827433388230814e-9,0,5,0
1301,0.9999999999999907,1.3624040141067694e-7,0,1,1
1302,4,4.50294947014537e-9,0,4,0
1303,0.9999999999999907,1.3644984092091625e-7,0,1,1
1304,4,1.7697638615222504e-8,0,4,0
1305,4,4.188790204786391e-9,0,4,0
1306,1.9999999999999978,6.85914396033771e-8,0,1.9999999999999987,0
1307,0.9999999999999907,1.368687199413949e-7,0,1,1
1308,4,1.2147491593880533e-8,0,4,0
1309,3,3.665191429188092e-9,0,3,0
1310,3,1.445132620651305e-8,0,3,0
1311,3,4.71238898038469e-9,0,3,0
1312,6,5.340707511102649e-9,0,6,0
1313,2,1.1938052083641215e-8,0,2,0
1314,4,8.482300164692442e-9,0,4,0
1315,1.9999999999999996,2.8064894372068814e-8,0,1.9999999999999996,0
1316,4,6.0737457969402675e-9,0,4,0
1317,1.999999999999999,4.628613176288961e-8,0,1.9999999999999993,0
1318,1.9999999999999978,6.921975813409506e-8,0,1.9999999999999987,0
1319,0.9999999999999905,1.3812535700283078e-7,0,1,1
1320,6,2.6179938779914945e-9,0,6,0
1321,0.9999999999999905,1.3833479651307012e-7,0,1,1
1322,1.9999999999999976,6.942919764433438e-8,0,1.9999999999999984,0
1323,5,2.4085543677521745e-9,0,5,0
1324,2.9999999999999996,3.5081117965086016e-8,0,2.9999999999999996,0
1325,3,6.597344572538567e-9,0,3,0
1326,4,3.665191429188092e-9,0,4,0
1327,0.9999999999999903,1.3896311504378807e-7,0,0.9999999999999999,1
1328,5,9.52949771588904e-9,0,5,0
1329,1.999999999999999,4.670501078336824e-8,0,1.9999999999999993,0
1330,4,3.455751918948772e-9,0,4,0
1331,3,3.4557519189487726e-9,0,3,0
1332,5,4.92182849062401e-9,0,5,0
1333,2,7.749261878854823e-9,0,2,0
1334,3,5.654866776461628e-9,0,3,0
1335,3,1.0157816246606999e-8,0,3,0
1336,4,1.8116517635701143e-8,0,4,0
1337,1.9999999999999998,2.0734511513692633e-8,0,1.9999999999999998,0
1338,3,2.3876104167282424e-8,0,3,0
1339,2,1.2147491593880535e-8,0,2,0
1340,4,7.958701389094143e-9,0,4,0
1341,3,1.6231562043547266e-8,0,3,0
1342,3,7.749261878854823e-9,0,3,0
1343,2,1.0053096491487339e-8,0,2,0
1344,8,2.303834612632515e-9,0,8,0
1345,1.9999999999999996,2.8693212902786772e-8,0,1.9999999999999996,0
1346,1.9999999999999976,7.068583470577029e-8,0,1.999999999999999,0
1347,1.999999999999999,4.7333329314086196e-8,0,1.9999999999999993,0
1348,2.999999999999999,3.570943649580398e-8,0,2.999999999999999,0
1349,2,9.42477796076938e-9,0,2,0
1350,6,2.1991148575128553e-9,0,6,0
1351,1.9999999999999998,2.0943951023931953e-8,0,1.9999999999999998,0
1352,5,3.351032163829113e-9,0,5,0
1353,3,5.759586531581288e-9,0,3,0
1354,1.9999999999999973,7.110471372624894e-8,0,1.9999999999999987,0
1355,1.9999999999999996,2.8902652413026092e-8,0,1.9999999999999996,0
1356,4,1.2566370614359173e-8,0,4,0
1357,2,8.587019919812101e-9,0,2,0
1358,3,1.1100294042683937e-8,0,3,0
1359,3,1.6441001553786586e-8,0,3,0
1360,6,3.1415926535897936e-9,0,6,0
1361,0.9999999999999899,1.4252358671785647e-7,0,0.9999999999999999,1
1362,2.9999999999999996,2.4294983187761064e-8,0,2.9999999999999996,0
1363,2,7.958701389094143e-9,0,2,0
1364,4,4.81710873550435e-9,0,4,0
1365,4,2.932153143350474e-9,0,4,0
1366,1.9999999999999973,7.173303225696688e-8,0,1.9999999999999987,0
1367,0.9999999999999898,1.4315190524857443e-7,0,1,1
1368,6,3.246312408709453e-9,0,6,0
1369,2,7.749261878854823e-9,0,2,0
1370,3,1.5079644737231007e-8,0,3,0
1371,1.999999999999999,4.8171087355043475e-8,0,1.9999999999999993,0
1372,5,2.617993877991494e-9,0,5,0
1373,0.9999999999999897,1.4378022377929236e-7,0,0.9999999999999999,1
1374,2.9999999999999996,2.4504422698000383e-8,0,2.9999999999999996,0
1375,4,2.7227136331111543e-9,0,4,0
1376,6,5.5501470213419685e-9,0,6,0
1377,5,3.0368728984701338e-9,0,5,0
1378,3,7.120943348136866e-9,0,3,0
1379,1.9999999999999998,2.1362830044410592e-8,0,1.9999999999999998,0
1380,5,3.6651914291880922e-9,0,5,0
1381,0.9999999999999896,1.4461798182024965e-7,0,1,1
1382,1.9999999999999973,7.257079029792416e-8,0,1.9999999999999987,0
1383,1.999999999999999,4.8589966375522114e-8,0,1.9999999999999993,0
1384,4,1.87448361664191e-8,0,4,0
1385,1.9999999999999996,2.953097094374405e-8,0,1.9999999999999996,0
1386,5,2.7227136331111543e-9,0,5,0
1387,2,9.6342174710087e-9,0,2,0
1388,2.999999999999999,3.675663404700057e-8,0,2.999999999999999,0
1389,1.9999999999999987,4.879940588576144e-8,0,1.9999999999999991,0
1390,3,1.5289084247470326e-8,0,3,0
1391,2,1.2566370614359173e-8,0,2,0
1392,6,4.188790204786391e-9,0,6,0
1393,1.9999999999999998,2.1572269554649912e-8,0,1.9999999999999998,0
1394,3,6.283185307179586e-9,0,3,0
1395,4,4.3982297150257105e-9,0,4,0
1396,2.999999999999999,3.6966073557239896e-8,0,2.999999999999999,0
1397,2,1.445132620651305e-8,0,2,0
1398,2.9999999999999996,2.4923301718479022e-8,0,2.9999999999999996,0
1399,0.9999999999999892,1.465029374124035e-7,0,0.9999999999999999,1
1400,6,2.408554367752175e-9,0,6,0
1401,1.9999999999999987,4.9218284906240076e-8,0,1.9999999999999991,0
1402,1.9999999999999973,7.361798784912076e-8,0,1.9999999999999987,0
1403,2,8.796459430051421e-9,0,2,0
1404,6,2.7227136331111543e-9,0,6,0
1405,1.9999999999999996,2.994984996422269e-8,0,1.9999999999999996,0
1406,3,6.073745796940267e-9,0,3,0
1407,3,8.063421144213802e-9,0,3,0
1408,8,2.6179938779914945e-9,0,8,0
1409,0.9999999999999891,1.475501349636001e-7,0,1,1
1410,4,5.969026041820608e-9,0,4,0
1411,2,1.0471975511965978e-8,0,2,0
1412,2.999999999999999,3.7384952577718535e-8,0,2.999999999999999,0
1413,3,1.7069320084504545e-8,0,3,0
1414,3,1.1519173063162576e-8,0,3,0
1415,1.9999999999999996,3.015928947446201e-8,0,1.9999999999999996,0
1416,5,7.120943348136864e-9,0,5,0
1417,2,1.2775810124598492e-8,0,2,0
1418,1.9999999999999973,7.445574589007804e-8,0,1.9999999999999987,0
1419,3,5.969026041820608e-9,0,3,0
1420,4,8.377580409572782e-9,0,4,0
1421,3,4.50294947014537e-9,0,3,0
1422,4,9.1106186954104e-9,0,4,0
1423,0.9999999999999889,1.490162115352753e-7,0,1,1
1424,5,1.0157816246606999e-8,0,5,0
1425,4,3.351032163829113e-9,0,4,0
1426,3,5.864306286700948e-9,0,3,0
1427,0.9999999999999888,1.4943509055575393e-7,0,0.9999999999999999,1
1428,5,3.2463124087094534e-9,0,5,0
1429,0.9999999999999888,1.4964453006599327e-7,0,0.9999999999999999,1
1430,4,3.246312408709453e-9,0,4,0
1431,4,6.492624817418907e-9,0,4,0
1432,4,1.9373154697137057e-8,0,4,0
1433,0.9999999999999888,1.500634090864719e-7,0,0.9999999999999999,1
1434,2.9999999999999996,2.555162024919698e-8,0,2.9999999999999996,0
1435,3,5.5501470213419685e-9,0,3,0
1436,2.999999999999999,3.801327110843649e-8,0,2.999999999999999,0
1437,1.9999999999999987,5.047492196767599e-8,0,1.9999999999999991,0
1438,1.9999999999999971,7.550294344127464e-8,0,1.9999999999999984,0
1439,0.9999999999999887,1.5069172761718984e-7,0,1,1
1440,8,2.1991148575128553e-9,0,8,0
1441,2,1.4870205226991689e-8,0,2,0
1442,3,1.1728612573401896e-8,0,3,0
1443,3,5.5501470213419685e-9,0,3,0
1444,4,4.3982297150257105e-9,0,4,0
1445,3,4.084070449666731e-9,0,3,0
1446,2.9999999999999996,2.57610597594363e-8,0,2.9999999999999996,0
1447,0.9999999999999886,1.515294856581471e-7,0,0.9999999999999999,1
1448,4,1.9582594207376377e-8,0,4,0
1449,4,3.769911184307752e-9,0,4,0
1450,4,4.293509959906051e-9,0,4,0
1451,0.9999999999999885,1.5194836467862575e-7,0,1,1
1452,5,3.0368728984701334e-9,0,5,0
1453,0.9999999999999885,1.5215780418886506e-7,0,1,1
1454,1.9999999999999971,7.634070148223189e-8,0,1.9999999999999984,0
1455,3,1.0995574287564277e-8,0,3,0
1456,6,2.932153143350474e-9,0,6,0
1457,2,8.168140899333462e-9,0,2,0
1458,7,2.094395102393196e-9,0,7,0
1459,0.9999999999999883,1.5278612271958302e-7,0,0.9999999999999999,1
1460,4,8.587019919812101e-9,0,4,0
1461,1.9999999999999987,5.1312680008633266e-8,0,1.9999999999999991,0
1462,3,6.492624817418906e-9,0,3,0
1463,3,3.8746309394274115e-9,0,3,0
1464,5,7.330382858376184e-9,0,5,0
1465,1.9999999999999996,3.120648702565861e-8,0,1.9999999999999996,0
1466,1.999999999999997,7.696902001294986e-8,0,1.9999999999999982,0
1467,3,1.7697638615222504e-8,0,3,0
1468,2.999999999999999,3.885102914939377e-8,0,2.999999999999999,0
1469,2,1.3194689145077132e-8,0,2,0
1470,5,2.5132741228718343e-9,0,5,0
1471,0.9999999999999881,1.5404275978101893e-7,0,0.9999999999999999,1
1472,7,3.6651914291880922e-9,0,7,0
1473,1.9999999999999987,5.1731559029111905e-8,0,1.9999999999999991,0
1474,3,8.377580409572782e-9,0,3,0
1475,3,7.225663103256524e-9,0,3,0
1476,5,5.340707511102649e-9,0,5,0
1477,1.9999999999999998,2.2828906616085826e-8,0,1.9999999999999998,0
1478,1.999999999999997,7.759733854366782e-8,0,1.9999999999999982,0
1479,3,5.131268000863329e-9,0,3,0
1480,5,5.026548245743669e-9,0,5,0
1481,0.999999999999988,1.5508995733221553e-7,0,1,1
1482,4,3.8746309394274115e-9,0,4,0
1483,0.9999999999999879,1.5529939684245481e-7,0,0.9999999999999999,1
1484,4,6.7020643276582264e-9,0,4,0
1485,5,2.6179938779914945e-9,0,5,0
1486,1.999999999999997,7.801621756414645e-8,0,1.9999999999999982,0
1487,0.9999999999999879,1.5571827586293346e-7,0,0.9999999999999999,1
1488,6,4.3982297150257105e-9,0,6,0
1489,0.9999999999999879,1.5592771537317277e-7,0,0.9999999999999999,1
1490,3,1.6336281798666924e-8,0,3,0
1491,3,8.482300164692442e-9,0,3,0
1492,2.999999999999999,3.9479347680111725e-8,0,2.999999999999999,0
1493,0.9999999999999878,1.5634659439365142e-7,0,1,1
1494,4,9.52949771588904e-9,0,4,0
1495,3,4.293509959906051e-9,0,3,0
1496,5,3.5604716740684324e-9,0,5,0
1497,1.9999999999999987,5.256931707006918e-8,0,1.9999999999999991,0
1498,3,1.2147491593880533e-8,0,3,0
1499,0.9999999999999877,1.5697491292436937e-7,0,0.9999999999999999,1
1500,6,2.303834612632515e-9,0,6,0
1501,2,1.0262536001726658e-8,0,2,0
1502,1.999999999999997,7.885397560510373e-8,0,1.9999999999999982,0
1503,3,1.8116517635701143e-8,0,3,0
1504,6,5.969026041820608e-9,0,6,0
1505,3,5.759586531581288e-9,0,3,0
1506,2.9999999999999996,2.68082573106329e-8,0,2.9999999999999996,0
1507,2,1.5498523757709646e-8,0,2,0
1508,4,4.81710873550435e-9,0,4,0
1509,1.9999999999999987,5.2988196090547816e-8,0,1.9999999999999991,0
1510,3,1.6545721308906244e-8,0,3,0
1511,0.9999999999999875,1.5823154998580526e-7,0,0.9999999999999999,1
1512,7,2.303834612632515e-9,0,7,0
1513,2,1.1100294042683937e-8,0,2,0
1514,1.999999999999997,7.94822941358217e-8,0,1.9999999999999982,0
1515,3,1.1414453308042916e-8,0,3,0
1516,2.999999999999999,4.010766621082968e-8,0,2.999999999999999,0
1517,2,8.168140899333462e-9,0,2,0
1518,4,4.084070449666731e-9,0,4,0
1519,3,4.71238898038469e-9,0,3,0
1520,6,3.351032163829113e-9,0,6,0
1521,4,3.351032163829113e-9,0,4,0
1522,1.999999999999997,7.990117315630033e-8,0,1.9999999999999982,0
1523,0.9999999999999872,1.5948818704724114e-7,0,0.9999999999999999,1
1524,4,1.403244718603441e-8,0,4,0
1525,3,7.4351026134958435e-9,0,3,0
1526,3,1.2356931104119853e-8,0,3,0
1527,1.9999999999999987,5.361651462126578e-8,0,1.9999999999999991,0
1528,4,2.0629791758572975e-8,0,4,0
1529,2,1.5707963267948965e-8,0,2,0
1530,5,3.1415926535897936e-9,0,5,0
1531,0.9999999999999871,1.6032594508819843e-7,0,1,1
1532,2.999999999999999,4.052654523130832e-8,0,2.999999999999999,0
1533,3,8.691739674931761e-9,0,3,0
1534,3,7.749261878854823e-9,0,3,0
1535,1.9999999999999996,3.267256359733384e-8,0,1.9999999999999996,0
1536,10,2.1991148575128557e-9,0,10,0
1537,2,8.587019919812101e-9,0,2,0
1538,1.999999999999997,8.07389311972576e-8,0,1.9999999999999982,0
1539,5,3.246312408709453e-9,0,5,0
1540,5,2.8274333882308137e-9,0,5,0
1541,2,9.42477796076938e-9,0,2,0
1542,2.9999999999999996,2.7436575841350855e-8,0,2.9999999999999996,0
1543,0.9999999999999869,1.6158258214963432e-7,0,1,1
1544,4,2.0839231268812295e-8,0,4,0
1545,3,1.1623892818282236e-8,0,3,0
1546,1.9999999999999967,8.115781021773624e-8,0,1.999999999999998,0
1547,3,3.8746309394274115e-9,0,3,0
1548,5,5.5501470213419685e-9,0,5,0
1549,0.9999999999999868,1.6221090068035227e-7,0,0.9999999999999999,1
1550,4,4.50294947014537e-9,0,4,0
1551,3,6.387905062299247e-9,0,3,0
1552,5,1.0995574287564277e-8,0,5,0
1553,0.9999999999999868,1.6262977970083092e-7,0,0.9999999999999999,1
1554,4,5.131268000863329e-9,0,4,0
1555,1.9999999999999996,3.309144261781248e-8,0,1.9999999999999996,0
1556,2.999999999999999,4.1154863762026275e-8,0,2.999999999999999,0
1557,3,1.87448361664191e-8,0,3,0
1558,3,6.492624817418906e-9,0,3,0
1559,0.9999999999999867,1.6325809823154887e-7,0,1,1
1560,6,2.827433388230814e-9,0,6,0
1561,1.9999999999999998,2.4085543677521744e-8,0,1.9999999999999998,0
1562,3,8.796459430051421e-9,0,3,0
1563,1.9999999999999987,5.4873151682701696e-8,0,1.9999999999999991,0
1564,4,4.60766922526503e-9,0,4,0
1565,1.9999999999999996,3.3300882128051804e-8,0,1.9999999999999996,0
1566,5,4.188790204786391e-9,0,5,0
1567,0.9999999999999866,1.6409585627250614e-7,0,0.9999999999999999,1
1568,7,2.5132741228718343e-9,0,7,0
1569,1.9999999999999984,5.508259119294101e-8,0,1.999999999999999,0
1570,3,1.7174039839624203e-8,0,3,0
1571,0.9999999999999865,1.6451473529298476e-7,0,1,1
1572,4,1.445132620651305e-8,0,4,0
1573,3,3.6651914291880922e-9,0,3,0
1574,1.9999999999999964,8.262388678941148e-8,0,1.9999999999999982,0
1575,5,2.408554367752175e-9,0,5,0
1576,4,2.1258110289290934e-8,0,4,0
1577,2,1.0681415022205298e-8,0,2,0
1578,2.9999999999999996,2.8064894372068814e-8,0,2.9999999999999996,0
1579,0.9999999999999863,1.6535249333394205e-7,0,0.9999999999999999,1
1580,4,9.21533845053006e-9,0,4,0
1581,3,5.340707511102649e-9,0,3,0
1582,3,1.2775810124598492e-8,0,3,0
1583,0.9999999999999862,1.6577137235442064e-7,0,1,1
1584,7,2.6179938779914945e-9,0,7,0
1585,1.9999999999999996,3.3719761148530443e-8,0,1.9999999999999996,0
1586,3,7.958701389094143e-9,0,3,0
1587,3,5.131268000863329e-9,0,3,0
1588,2.999999999999999,4.1992621802983554e-8,0,2.999999999999999,0
1589,1.9999999999999996,2.4504422698000383e-8,0,1.9999999999999996,0
1590,4,6.597344572538567e-9,0,4,0
1591,2,8.377580409572782e-9,0,2,0
1592,4,2.1467549799530254e-8,0,4,0
1593,4,7.120943348136864e-9,0,4,0
1594,1.9999999999999964,8.367108434060808e-8,0,1.9999999999999982,0
1595,3,4.71238898038469e-9,0,3,0
1596,5,3.4557519189487726e-9,0,5,0
1597,0.999999999999986,1.672374489260959e-7,0,1,1
1598,3,6.911503837897545e-9,0,3,0
1599,3,5.969026041820608e-9,0,3,0
1600,8,2.303834612632515e-9,0,8,0
1601,0.9999999999999859,1.676563279465745e-7,0,0.9999999999999999,1
1602,4,1.0157816246606999e-8,0,4,0
1603,1.9999999999999996,2.4713862208239703e-8,0,1.9999999999999996,0
1604,2.999999999999999,4.241150082346219e-8,0,2.999999999999999,0
1605,3,1.2042771838760874e-8,0,3,0
1606,3,9.00589894029074e-9,0,3,0
1607,0.9999999999999858,1.6828464647729247e-7,0,1,1
1608,5,7.958701389094143e-9,0,5,0
1609,0.9999999999999858,1.6849408598753178e-7,0,1,1
1610,4,3.8746309394274115e-9,0,4,0
1611,3,1.9373154697137057e-8,0,3,0
1612,4,5.026548245743669e-9,0,4,0
1613,0.9999999999999858,1.6891296500801042e-7,0,1,1
1614,2.9999999999999996,2.8693212902786772e-8,0,2.9999999999999996,0
1615,3,4.293509959906051e-9,0,3,0
1616,5,1.1414453308042916e-8,0,5,0
1617,4,2.9321531433504735e-9,0,4,0
1618,1.9999999999999964,8.492772140204397e-8,0,1.9999999999999982,0
1619,0.9999999999999857,1.6954128353872835e-7,0,0.9999999999999999,1
1620,7,2.1991148575128553e-9,0,7,0
1621,0.9999999999999856,1.6975072304896769e-7,0,1,1
1622,1.9999999999999964,8.51371609122833e-8,0,1.9999999999999982,0
1623,1.9999999999999984,5.6967546785094886e-8,0,1.9999999999999993,0
1624,5,4.3982297150257105e-9,0,5,0
1625,4,2.932153143350474e-9,0,4,0
1626,2.9999999999999996,2.8902652413026092e-8,0,2.9999999999999996,0
1627,0.9999999999999855,1.7037904157968564e-7,0,0.9999999999999999,1
1628,4,5.445427266222308e-9,0,4,0
1629,3,1.9582594207376377e-8,0,3,0
1630,3,1.7802358370342162e-8,0,3,0
1631,1.9999999999999996,2.5132741228718342e-8,0,1.9999999999999996,0
1632,7,3.1415926535897936e-9,0,7,0
1633,2,9.84365698124802e-9,0,2,0
1634,3,6.702064327658226e-9,0,3,0
1635,3,1.2252211349000193e-8,0,3,0
1636,2.999999999999999,4.324925886441947e-8,0,2.999999999999999,0
1637,0.9999999999999853,1.7142623913088222e-7,0,1,1
1638,5,2.932153143350474e-9,0,5,0
1639,2,1.6755160819145564e-8,0,2,0
1640,5,5.445427266222309e-9,0,5,0
1641,1.9999999999999982,5.759586531581284e-8,0,1.9999999999999991,0
1642,1.9999999999999964,8.618435846347989e-8,0,1.9999999999999982,0
1643,2,8.796459430051421e-9,0,2,0
